1715064495614,5770,HTTP Request,200,OK,Thread Group 1-3,text,true,,1154554,118,10,10,https://www.daraz.com.bd/,642,0,521
1715064495017,8113,HTTP Request,200,OK,Thread Group 1-2,text,true,,1154558,118,9,9,https://www.daraz.com.bd/,1421,0,1107
1715064496809,7628,HTTP Request,200,OK,Thread Group 1-5,text,true,,1154507,118,8,8,https://www.daraz.com.bd/,665,0,533
1715064494721,10678,HTTP Request,200,OK,Thread Group 1-1,text,true,,1154554,118,7,7,https://www.daraz.com.bd/,1525,0,1399
1715064497417,9775,HTTP Request,200,OK,Thread Group 1-6,text,true,,1154547,118,6,6,https://www.daraz.com.bd/,1505,0,1364
1715064498610,9838,HTTP Request,200,OK,Thread Group 1-8,text,true,,1155723,118,5,5,https://www.daraz.com.bd/,985,0,578
1715064496211,12743,HTTP Request,200,OK,Thread Group 1-4,text,true,,1154530,118,4,4,https://www.daraz.com.bd/,433,0,312
1715064498011,11146,HTTP Request,200,OK,Thread Group 1-7,text,true,,1154556,118,3,3,https://www.daraz.com.bd/,1747,0,1147
1715064499209,10355,HTTP Request,200,OK,Thread Group 1-9,text,true,,1154538,118,2,2,https://www.daraz.com.bd/,2173,0,1911
1715064499815,10059,HTTP Request,200,OK,Thread Group 1-10,text,true,,1154561,118,1,1,https://www.daraz.com.bd/,3122,0,2868
